tool_id,category,category_id,category_name,description
2961,,0,nan,nan
9032,,0,nan,nan
1916,,0,nan,nan
3192,,0,nan,nan
7176,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
5105,,0,nan,nan
1011,,0,nan,nan
756,,0,nan,nan
4124,,0,nan,nan
2756,,0,nan,nan
5141,,0,nan,nan
4938,,0,nan,nan
857,,0,nan,nan
1071,,0,nan,nan
8119,,0,nan,nan
1617,,0,nan,nan
6642,,0,nan,nan
883,,0,nan,nan
1221,,0,nan,nan
452,,0,nan,nan
8771,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
8779,,0,nan,nan
8783,,0,nan,nan
7320,,0,nan,nan
6476,,0,nan,nan
865,,0,nan,nan
5438,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
7030,,0,nan,nan
5702,,0,nan,nan
6631,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
8441,,0,nan,nan
6489,,0,nan,nan
8252,,0,nan,nan
8103,1.0,1,Processed Data,Outputs datasets.
7380,,0,nan,nan
8838,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
2223,,0,nan,nan
2581,,0,nan,nan
3896,,0,nan,nan
2506,,0,nan,nan
88,,0,nan,nan
7439,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
5765,,0,nan,nan
2256,,0,nan,nan
1963,,0,nan,nan
7445,,0,nan,nan
365,,0,nan,nan
7207,,0,nan,nan
4547,,0,nan,nan
9033,,0,nan,nan
4251,,0,nan,nan
8082,1.0,1,Processed Data,Outputs datasets.
8671,,0,nan,nan
4754,,0,nan,nan
6627,,0,nan,nan
4075,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6769,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
4108,1.0,1,Processed Data,Outputs datasets.
6938,,0,nan,nan
9034,,0,nan,nan
7999,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
5945,,0,nan,nan
8503,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
649,,0,nan,nan
7007,,0,nan,nan
3034,,0,nan,nan
7574,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
7113,,0,nan,nan
8757,,0,nan,nan
9035,1.0,1,Processed Data,Outputs datasets.
7467,,0,nan,nan
4239,,0,nan,nan
837,,0,nan,nan
7726,1.0,1,Processed Data,Outputs datasets.
9036,,0,nan,nan
9037,,0,nan,nan
9038,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
1226,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
4527,,0,nan,nan
3788,,0,nan,nan
703,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
4623,,0,nan,nan
3030,,0,nan,nan
5013,,0,nan,nan
6412,,0,nan,nan
6683,,0,nan,nan
8521,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
7047,,0,nan,nan
8619,,0,nan,nan
8814,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
1940,,0,nan,nan
9039,,0,nan,nan
6397,,0,nan,nan
6962,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
7895,,0,nan,nan
5996,,0,nan,nan
9040,,0,nan,nan
8120,,0,nan,nan
9041,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
1177,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
5781,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
5663,,0,nan,nan
6999,,0,nan,nan
977,,0,nan,nan
3839,,0,nan,nan
683,,0,nan,nan
1335,,0,nan,nan
6714,1.0,1,Processed Data,Outputs datasets.
661,,0,nan,nan
1962,,0,nan,nan
642,,0,nan,nan
2962,,0,nan,nan
2263,,0,nan,nan
9042,,0,nan,nan
684,,0,nan,nan
1178,,0,nan,nan
5150,,0,nan,nan
5331,,0,nan,nan
5155,,0,nan,nan
5553,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
560,,0,nan,nan
2172,,0,nan,nan
6483,,0,nan,nan
6537,,0,nan,nan
7171,,0,nan,nan
5415,1.0,1,Processed Data,Outputs datasets.
2833,,0,nan,nan
5316,,0,nan,nan
6515,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
6951,,0,nan,nan
4039,,0,nan,nan
7383,,0,nan,nan
4147,,0,nan,nan
4625,,0,nan,nan
5134,,0,nan,nan
1434,1.0,1,Processed Data,Outputs datasets.
4708,,0,nan,nan
5483,,0,nan,nan
9043,,0,nan,nan
2282,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
3253,1.0,1,Processed Data,Outputs datasets.
2427,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
4730,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
5024,,0,nan,nan
7806,,0,nan,nan
9044,,0,nan,nan
2509,,0,nan,nan
3909,,0,nan,nan
9045,,0,nan,nan
9046,,0,nan,nan
3095,,0,nan,nan
3797,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
3456,,0,nan,nan
113,,0,nan,nan
6823,,0,nan,nan
5666,,0,nan,nan
1789,,0,nan,nan
4458,,0,nan,nan
2585,,0,nan,nan
1955,,0,nan,nan
4178,,0,nan,nan
2884,,0,nan,nan
7930,5.0,5,Software Solutions,"Generates code, software patches, testing results, or programming-related documents."
5538,,0,nan,nan
8307,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
6484,,0,nan,nan
8232,,0,nan,nan
4272,,0,nan,nan
3908,,0,nan,nan
6074,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
1609,,0,nan,nan
3983,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
820,,0,nan,nan
1037,,0,nan,nan
1974,,0,nan,nan
1659,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
8129,,0,nan,nan
4878,,0,nan,nan
8855,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
6011,,0,nan,nan
4228,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
5241,,0,nan,nan
6156,,0,nan,nan
8633,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
1388,,0,nan,nan
4967,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
9047,,0,nan,nan
7760,1.0,1,Processed Data,Outputs datasets.
2286,,0,nan,nan
1122,,0,nan,nan
9048,,0,nan,nan
5803,,0,nan,nan
7289,,0,nan,nan
4450,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
888,,0,nan,nan
1800,,0,nan,nan
4994,,0,nan,nan
622,,0,nan,nan
159,,0,nan,nan
6981,,0,nan,nan
8790,,0,nan,nan
8841,,0,nan,nan
7828,,0,nan,nan
7752,,0,nan,nan
5191,,0,nan,nan
6205,,0,nan,nan
7498,,0,nan,nan
6232,,0,nan,nan
6256,,0,nan,nan
3877,,0,nan,nan
5360,,0,nan,nan
6854,,0,nan,nan
1743,,0,nan,nan
6167,,0,nan,nan
6259,,0,nan,nan
8147,,0,nan,nan
7694,,0,nan,nan
8730,0.0,0,3D Digital Replicas,Outputs 3D digital models or simulations of real-world objects.
2840,,0,nan,nan
9049,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
8298,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
7040,,0,nan,nan
2975,,0,nan,nan
5462,,0,nan,nan
6267,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
6727,,0,nan,nan
1679,,0,nan,nan
2483,,0,nan,nan
7378,,0,nan,nan
3621,,0,nan,nan
1500,,0,nan,nan
5673,,0,nan,nan
7996,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6341,,0,nan,nan
8850,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
2592,,0,nan,nan
5358,,0,nan,nan
7554,,0,nan,nan
2488,,0,nan,nan
8710,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6914,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
8182,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
9050,,0,nan,nan
6458,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
5123,,0,nan,nan
1519,,0,nan,nan
708,,0,nan,nan
8469,,0,nan,nan
273,,0,nan,nan
5647,,0,nan,nan
252,,0,nan,nan
7137,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
335,,0,nan,nan
5827,,0,nan,nan
6150,,0,nan,nan
6105,,0,nan,nan
9051,,0,nan,nan
8587,1.0,1,Processed Data,Outputs datasets.
7240,,0,nan,nan
1722,,0,nan,nan
381,,0,nan,nan
1098,,0,nan,nan
7460,,0,nan,nan
873,,0,nan,nan
9052,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
5881,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6739,,0,nan,nan
7069,,0,nan,nan
1653,,0,nan,nan
3368,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
663,,0,nan,nan
4224,,0,nan,nan
9053,1.0,1,Processed Data,Outputs datasets.
4934,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
785,,0,nan,nan
9054,,0,nan,nan
8153,,0,nan,nan
8444,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
2070,,0,nan,nan
8312,,0,nan,nan
3814,,0,nan,nan
5627,,0,nan,nan
4331,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
1738,,0,nan,nan
3459,,0,nan,nan
7636,,0,nan,nan
7425,1.0,1,Processed Data,Outputs datasets.
5750,,0,nan,nan
5607,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
7774,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
793,,0,nan,nan
4062,,0,nan,nan
249,,0,nan,nan
3388,1.0,1,Processed Data,Outputs datasets.
6329,,0,nan,nan
533,,0,nan,nan
6164,,0,nan,nan
9055,,0,nan,nan
6238,,0,nan,nan
3730,1.0,1,Processed Data,Outputs datasets.
1944,,0,nan,nan
6202,,0,nan,nan
7791,,0,nan,nan
772,,0,nan,nan
3481,,0,nan,nan
3676,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
7937,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
3562,,0,nan,nan
7993,,0,nan,nan
3264,,0,nan,nan
2224,,0,nan,nan
3945,,0,nan,nan
8297,1.0,1,Processed Data,Outputs datasets.
3469,,0,nan,nan
141,,0,nan,nan
6546,,0,nan,nan
102,,0,nan,nan
2542,,0,nan,nan
7466,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
7945,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
8571,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
2363,,0,nan,nan
1651,,0,nan,nan
1556,,0,nan,nan
8451,1.0,1,Processed Data,Outputs datasets.
9056,,0,nan,nan
2970,,0,nan,nan
4088,,0,nan,nan
3875,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
1006,,0,nan,nan
5718,,0,nan,nan
1454,,0,nan,nan
8748,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6675,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
4529,,0,nan,nan
4682,,0,nan,nan
2222,,0,nan,nan
7273,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
7302,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6943,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6048,,0,nan,nan
9057,,0,nan,nan
4796,,0,nan,nan
8475,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
9058,,0,nan,nan
2856,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
3895,,0,nan,nan
1895,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
8327,,0,nan,nan
6722,,0,nan,nan
7566,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
2018,,0,nan,nan
4216,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
2831,,0,nan,nan
6129,,0,nan,nan
1256,,0,nan,nan
7027,,0,nan,nan
3576,,0,nan,nan
1124,,0,nan,nan
4528,,0,nan,nan
7223,,0,nan,nan
1703,1.0,1,Processed Data,Outputs datasets.
8734,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
8042,1.0,1,Processed Data,Outputs datasets.
746,,0,nan,nan
8551,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
4,,0,nan,nan
9059,,0,nan,nan
4755,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
3815,,0,nan,nan
146,,0,nan,nan
3123,,0,nan,nan
9060,,0,nan,nan
8181,,0,nan,nan
5099,,0,nan,nan
9061,,0,nan,nan
2526,4.0,4,Multimodal,Creates content that integrates multiple outputs.
241,,0,nan,nan
8176,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6568,,0,nan,nan
4512,,0,nan,nan
4940,,0,nan,nan
8859,,0,nan,nan
4170,,0,nan,nan
3080,,0,nan,nan
9062,,0,nan,nan
8362,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
660,,0,nan,nan
5276,,0,nan,nan
3291,,0,nan,nan
2290,1.0,1,Processed Data,Outputs datasets.
6830,,0,nan,nan
2433,,0,nan,nan
3193,,0,nan,nan
3828,,0,nan,nan
7230,,0,nan,nan
9063,,0,nan,nan
2604,,0,nan,nan
8742,,0,nan,nan
1786,,0,nan,nan
7402,,0,nan,nan
4804,,0,nan,nan
6187,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
1776,,0,nan,nan
1446,,0,nan,nan
5963,,0,nan,nan
2180,,0,nan,nan
9064,,0,nan,nan
9065,,0,nan,nan
1723,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
9066,,0,nan,nan
6445,,0,nan,nan
9067,,0,nan,nan
2765,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
8381,,0,nan,nan
1747,,0,nan,nan
3575,,0,nan,nan
8480,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
2317,,0,nan,nan
4663,,0,nan,nan
9068,,0,nan,nan
101,,0,nan,nan
4122,,0,nan,nan
7221,,0,nan,nan
8800,,0,nan,nan
4969,,0,nan,nan
1594,,0,nan,nan
421,,0,nan,nan
5759,,0,nan,nan
5902,1.0,1,Processed Data,Outputs datasets.
2440,1.0,1,Processed Data,Outputs datasets.
2010,,0,nan,nan
893,,0,nan,nan
2814,1.0,1,Processed Data,Outputs datasets.
8844,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
4191,,0,nan,nan
6561,,0,nan,nan
7404,,0,nan,nan
2587,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
5094,,0,nan,nan
235,,0,nan,nan
1984,,0,nan,nan
1826,,0,nan,nan
5440,,0,nan,nan
9069,,0,nan,nan
3932,,0,nan,nan
3637,,0,nan,nan
968,,0,nan,nan
2239,,0,nan,nan
7105,,0,nan,nan
3994,,0,nan,nan
4055,,0,nan,nan
6687,,0,nan,nan
5818,,0,nan,nan
556,1.0,1,Processed Data,Outputs datasets.
4382,,0,nan,nan
7262,,0,nan,nan
3823,,0,nan,nan
6053,,0,nan,nan
659,,0,nan,nan
5095,,0,nan,nan
238,,0,nan,nan
1549,,0,nan,nan
8688,1.0,1,Processed Data,Outputs datasets.
7500,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
3342,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
9070,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
7976,,0,nan,nan
5199,,0,nan,nan
4263,,0,nan,nan
9071,,0,nan,nan
9072,,0,nan,nan
4773,,0,nan,nan
3941,,0,nan,nan
5435,,0,nan,nan
6318,,0,nan,nan
9073,,0,nan,nan
854,,0,nan,nan
3792,,0,nan,nan
1906,,0,nan,nan
7048,,0,nan,nan
3658,,0,nan,nan
8433,1.0,1,Processed Data,Outputs datasets.
1931,,0,nan,nan
7730,,0,nan,nan
5220,,0,nan,nan
6912,,0,nan,nan
6016,,0,nan,nan
6748,,0,nan,nan
7303,,0,nan,nan
6204,,0,nan,nan
920,,0,nan,nan
8819,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
340,,0,nan,nan
5804,,0,nan,nan
562,,0,nan,nan
4229,,0,nan,nan
4493,,0,nan,nan
4869,,0,nan,nan
6522,,0,nan,nan
8818,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6110,,0,nan,nan
6976,,0,nan,nan
7225,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
317,,0,nan,nan
2686,,0,nan,nan
2872,,0,nan,nan
5957,,0,nan,nan
9074,,0,nan,nan
289,,0,nan,nan
4177,,0,nan,nan
3244,1.0,1,Processed Data,Outputs datasets.
2922,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
2144,,0,nan,nan
2115,,0,nan,nan
4840,,0,nan,nan
8081,,0,nan,nan
2023,,0,nan,nan
6534,,0,nan,nan
1932,,0,nan,nan
7547,,0,nan,nan
4478,,0,nan,nan
34,,0,nan,nan
1603,,0,nan,nan
5813,1.0,1,Processed Data,Outputs datasets.
7064,,0,nan,nan
9075,,0,nan,nan
2297,,0,nan,nan
8222,,0,nan,nan
6598,,0,nan,nan
6393,,0,nan,nan
108,,0,nan,nan
5028,,0,nan,nan
7268,,0,nan,nan
3187,,0,nan,nan
6883,,0,nan,nan
9076,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
3344,,0,nan,nan
3093,,0,nan,nan
957,,0,nan,nan
1698,,0,nan,nan
7664,,0,nan,nan
4076,,0,nan,nan
6724,,0,nan,nan
3294,,0,nan,nan
5977,,0,nan,nan
8203,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
1315,,0,nan,nan
5022,1.0,1,Processed Data,Outputs datasets.
2535,,0,nan,nan
4378,,0,nan,nan
168,1.0,1,Processed Data,Outputs datasets.
5188,,0,nan,nan
4960,,0,nan,nan
3912,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
5359,,0,nan,nan
3654,,0,nan,nan
2178,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
4598,,0,nan,nan
1389,,0,nan,nan
4068,,0,nan,nan
7631,1.0,1,Processed Data,Outputs datasets.
3088,,0,nan,nan
9077,,0,nan,nan
7114,,0,nan,nan
6104,,0,nan,nan
2985,,0,nan,nan
208,,0,nan,nan
5529,,0,nan,nan
7503,,0,nan,nan
4025,,0,nan,nan
3075,,0,nan,nan
4744,1.0,1,Processed Data,Outputs datasets.
528,,0,nan,nan
7148,,0,nan,nan
1287,,0,nan,nan
9078,,0,nan,nan
466,,0,nan,nan
5137,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
456,,0,nan,nan
5856,,0,nan,nan
8063,,0,nan,nan
829,,0,nan,nan
4717,1.0,1,Processed Data,Outputs datasets.
6935,,0,nan,nan
9079,,0,nan,nan
1874,,0,nan,nan
140,,0,nan,nan
3655,,0,nan,nan
7660,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
7706,,0,nan,nan
1020,1.0,1,Processed Data,Outputs datasets.
754,,0,nan,nan
1713,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
2701,,0,nan,nan
714,,0,nan,nan
5216,,0,nan,nan
2709,,0,nan,nan
4503,,0,nan,nan
1541,,0,nan,nan
9080,,0,nan,nan
9081,,0,nan,nan
9082,1.0,1,Processed Data,Outputs datasets.
6106,,0,nan,nan
9083,,0,nan,nan
6543,,0,nan,nan
1975,,0,nan,nan
5545,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
4282,,0,nan,nan
332,,0,nan,nan
3716,,0,nan,nan
5401,,0,nan,nan
1524,,0,nan,nan
89,1.0,1,Processed Data,Outputs datasets.
5224,,0,nan,nan
8537,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
6006,,0,nan,nan
2591,,0,nan,nan
8727,1.0,1,Processed Data,Outputs datasets.
9084,,0,nan,nan
1970,,0,nan,nan
9085,,0,nan,nan
6562,,0,nan,nan
8184,,0,nan,nan
6584,,0,nan,nan
5048,,0,nan,nan
7139,,0,nan,nan
5235,,0,nan,nan
3321,,0,nan,nan
2558,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
1075,,0,nan,nan
4414,,0,nan,nan
4017,5.0,5,Software Solutions,"Generates code, software patches, testing results, or programming-related documents."
2639,,0,nan,nan
329,,0,nan,nan
3744,,0,nan,nan
2741,,0,nan,nan
7068,,0,nan,nan
5785,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
4323,1.0,1,Processed Data,Outputs datasets.
5809,,0,nan,nan
8462,,0,nan,nan
9086,,0,nan,nan
6051,,0,nan,nan
9087,,0,nan,nan
2927,,0,nan,nan
1608,,0,nan,nan
2004,,0,nan,nan
6619,,0,nan,nan
2545,,0,nan,nan
983,,0,nan,nan
502,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
196,,0,nan,nan
9088,,0,nan,nan
9089,,0,nan,nan
5737,,0,nan,nan
2013,,0,nan,nan
6229,,0,nan,nan
790,,0,nan,nan
5540,1.0,1,Processed Data,Outputs datasets.
9090,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
8829,7.0,7,Audio Files,"Produces sound recordings, edited audio clips, or synthesized speech outputs."
9091,,0,nan,nan
245,1.0,1,Processed Data,Outputs datasets.
5018,,0,nan,nan
6183,9.0,9,Enhanced Images,"Enhances, alters, or creates digital images and graphics."
136,,0,nan,nan
7514,,0,nan,nan
9092,,0,nan,nan
6728,,0,nan,nan
4343,,0,nan,nan
6758,1.0,1,Processed Data,Outputs datasets.
6299,,0,nan,nan
4629,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
4947,,0,nan,nan
4830,,0,nan,nan
3793,,0,nan,nan
3980,,0,nan,nan
8705,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
3886,,0,nan,nan
2032,,0,nan,nan
5178,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
1245,,0,nan,nan
1477,,0,nan,nan
3707,,0,nan,nan
9093,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
6822,,0,nan,nan
3441,,0,nan,nan
2343,,0,nan,nan
5321,,0,nan,nan
3097,,0,nan,nan
5874,,0,nan,nan
9094,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
4080,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
5966,,0,nan,nan
5205,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
4255,,0,nan,nan
4137,,0,nan,nan
256,,0,nan,nan
7817,,0,nan,nan
8630,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
2214,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
7452,,0,nan,nan
2954,,0,nan,nan
4373,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
7422,,0,nan,nan
6693,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
5039,,0,nan,nan
6402,,0,nan,nan
1624,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
226,,0,nan,nan
1567,,0,nan,nan
7054,1.0,1,Processed Data,Outputs datasets.
8225,,0,nan,nan
7710,,0,nan,nan
543,,0,nan,nan
3646,,0,nan,nan
2852,8.0,8,Video Content,"Generates edited video sequences, visual effects, or complete video productions."
2812,,0,nan,nan
370,,0,nan,nan
6428,1.0,1,Processed Data,Outputs datasets.
3705,,0,nan,nan
6650,1.0,1,Processed Data,Outputs datasets.
1731,,0,nan,nan
4977,,0,nan,nan
2932,,0,nan,nan
3494,,0,nan,nan
1091,,0,nan,nan
2261,,0,nan,nan
2020,,0,nan,nan
4023,,0,nan,nan
4400,,0,nan,nan
4098,,0,nan,nan
3616,,0,nan,nan
5478,,0,nan,nan
9095,,0,nan,nan
4599,,0,nan,nan
2982,,0,nan,nan
3697,,0,nan,nan
6306,,0,nan,nan
9096,,0,nan,nan
2762,,0,nan,nan
4731,,0,nan,nan
1420,,0,nan,nan
1644,,0,nan,nan
5283,,0,nan,nan
6520,,0,nan,nan
68,,0,nan,nan
5488,,0,nan,nan
3448,,0,nan,nan
5149,,0,nan,nan
5906,,0,nan,nan
1150,,0,nan,nan
5628,,0,nan,nan
6673,,0,nan,nan
4279,,0,nan,nan
4476,,0,nan,nan
2574,,0,nan,nan
2500,,0,nan,nan
4649,,0,nan,nan
6039,,0,nan,nan
6933,,0,nan,nan
4387,,0,nan,nan
7024,,0,nan,nan
6145,,0,nan,nan
5479,,0,nan,nan
6710,,0,nan,nan
5926,,0,nan,nan
3776,,0,nan,nan
2044,,0,nan,nan
4438,,0,nan,nan
3974,,0,nan,nan
2315,,0,nan,nan
4175,,0,nan,nan
3810,,0,nan,nan
1889,,0,nan,nan
6319,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
744,,0,nan,nan
7416,,0,nan,nan
7838,1.0,1,Processed Data,Outputs datasets.
7017,,0,nan,nan
8366,1.0,1,Processed Data,Outputs datasets.
7437,,0,nan,nan
5999,,0,nan,nan
8703,,0,nan,nan
4788,,0,nan,nan
5187,,0,nan,nan
8791,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
2382,10.0,10,Operational Outputs,"Provides network configurations, management plans, or support-related documentation."
928,,0,nan,nan
1746,1.0,1,Processed Data,Outputs datasets.
174,,0,nan,nan
2613,,0,nan,nan
9097,1.0,1,Processed Data,Outputs datasets.
5377,3.0,3,Generated Text,"Produces written content, including edited, analyzed, or synthesized text documents."
7169,,0,nan,nan
9098,1.0,1,Processed Data,Outputs datasets.
2051,,0,nan,nan
3907,,0,nan,nan
4891,,0,nan,nan
1864,6.0,6,Analytical Insights,Delivers insights or predictions based on data analysis.
7009,,0,nan,nan
1561,,0,nan,nan
3722,,0,nan,nan
7538,,0,nan,nan
1401,,0,nan,nan
7428,1.0,1,Processed Data,Outputs datasets.
1404,,0,nan,nan
6302,1.0,1,Processed Data,Outputs datasets.
7435,2.0,2,Streamlined Processes,Offers automated sequences or optimized workflows as a result of process management tools.
3979,,0,nan,nan
1598,,0,nan,nan
6095,,0,nan,nan
8564,,0,nan,nan
3153,,0,nan,nan
23,,0,nan,nan
9099,,0,nan,nan
9100,,0,nan,nan
9101,,0,nan,nan
411,,0,nan,nan
691,,0,nan,nan
3510,,0,nan,nan
5274,,0,nan,nan
2321,,0,nan,nan
8572,,0,nan,nan
3393,,0,nan,nan
115,,0,nan,nan
7951,,0,nan,nan
9102,,0,nan,nan
3482,,0,nan,nan
4089,,0,nan,nan
