name,task,url,price,saves,likes,stars,period
Rant,Emotional venting,https://chat.openai.com/g/g-0j1bHyoBD-rant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
FLAVRBOMBS,Interactive cooking,https://chat.openai.com/g/g-13a7avbXN-flavrbombstm?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Retail Store,Retail consulting,https://chat.openai.com/g/g-3p7bl8IpJ-retail-store?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Natural Science,Nature discovery,https://chat.openai.com/g/g-0HYh3Ldyn-natural-science?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
School,Educational advising,https://chat.openai.com/g/g-0rj0p2Kwp-school?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Dogecoin,Dogecoin q&a,https://chat.openai.com/g/g-1jJl5Dprs-dogecoin?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Auction,Auction guidance,https://chat.openai.com/g/g-1zx2LXM04-auction?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Protection Plan,Protection guidance,https://chat.openai.com/g/g-2L0IANqJv-protection-plan?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Numerical Analysis,Numerical analysis,https://chat.openai.com/g/g-39G951Wvk-numerical-analysis?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Queen,Royal roleplay,https://chat.openai.com/g/g-4Vyaq6MFg-queen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Outdoor Storage,Outdoor storage advice,https://chat.openai.com/g/g-6o9f1iFoE-outdoor-storage?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
ParentPage,Parenting advice,https://chat.openai.com/g/g-6oEI4JqCl-parent?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
King,Royal etiquette training,https://chat.openai.com/g/g-7NqaGGMzq-king?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Phone Number Lookup,Phone number analysis,https://chat.openai.com/g/g-8MJwbsfBC-phone-number-lookup?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,december
Retail Stores,Retail insights,https://chat.openai.com/g/g-9QLw3ghn1-retail-stores?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Visitation Rights,Visitation rights advice,https://chat.openai.com/g/g-AQ9wPT0PM-visitation-rights?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Structure,Architectural guidance,https://chat.openai.com/g/g-BRtTqxo6f-structure?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Commercial Lending,Commercial lending advice,https://chat.openai.com/g/g-BmILIShc9-commercial-lending?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Parental Rights GPT,Legal parenting advice,https://chat.openai.com/g/g-COr5cpE75-parental-rights?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Custody,Child custody advice,https://chat.openai.com/g/g-CXbEfCw9m-custody?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Singles,Single lifestyle guidance,https://chat.openai.com/g/g-Cox7tWuzb-singles?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Northeastern,Northeastern insights,https://chat.openai.com/g/g-F27Z1gBGv-northeastern?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Computer Systems,Hardware system guidance,https://chat.openai.com/g/g-FF6gUcB5i-computer-systems?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Who Called Me?,Caller identification,https://chat.openai.com/g/g-H5eSKDXWY-who-called-me?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Remote Jobs by DailyRemote.com,Remote job search,https://chat.openai.com/g/g-HPECoEtEc-remote-jobs-by-dailyremote-com?ref=taaft&utm_source=taaft&utm_medium=referral,Free,7,N/A,N/A,december
Numismatics,Coin collecting guide,https://chat.openai.com/g/g-HhCGyPEzS-numismatics?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
AI Prompts,Prompt optimization,https://chat.openai.com/g/g-JCR6FeBFh-ai-prompts?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Republican,Republican analysis,https://chat.openai.com/g/g-JuuwaFaUh-republican?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Sanitize,Sanitation guidance,https://chat.openai.com/g/g-Kd02yDCO4-sanitize?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Publishing,Publishing insights,https://chat.openai.com/g/g-KrbqIACrc-publishing?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Product Description Generator by Manifest AI,Product descriptions,https://chat.openai.com/g/g-LEHbRHu3C-product-description-generator-by-manifest-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
VirtuaTry GPTfitting room,Virtual fitting,https://chat.openai.com/g/g-P23iwdDek-virtuatry-gptfitting-room?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Local SEO GPT,Local seo optimization,https://chat.openai.com/g/g-PDujJdYAg-local-seo?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
ParentPage,Parenting advice,https://chat.openai.com/g/g-PwA0RCfwp-parent?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Message Decoder,Code decryption,https://chat.openai.com/g/g-Ru5jhGVyE-message-decoder?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
YearCompass GPT,Yearly planning,https://chat.openai.com/g/g-R0TUix5NT-yearcompass-gpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Drilling GPT,Drilling education,https://chat.openai.com/g/g-TJLNokDhz-drilling?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
RarePage,Rare discoveries exploration,https://chat.openai.com/g/g-TNxAQtTOL-rare?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Olive Oil,Olive oil education,https://chat.openai.com/g/g-Tpaa4be5Z-olive-oil?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Santa,Christmas traditions,https://chat.openai.com/g/g-UWGzU1cph-santa?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Stocks,Financial advice,https://chat.openai.com/g/g-Zt9BGKwhy-stocks?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
E-Sports,Gaming insights,https://chat.openai.com/g/g-bERKb3Luk-e-sports?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Message Decoder,Code translation,https://chat.openai.com/g/g-biqqeirbm-message-decoder?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
SantaGPT.in,Gift ideas,https://santagpt.in/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
ComeHome,Relocation assistance,https://www.comehome.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,december
Decoder,Code translation,https://chat.openai.com/g/g-cLiaIxWpA-decoder?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
School Supplies,School supplies advice,https://chat.openai.com/g/g-cgg4Xkduy-school-supplies?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
New England,New england knowledge,https://chat.openai.com/g/g-e311Grxf7-new-england?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
RangePage,Kitchenliances advice,https://chat.openai.com/g/g-e88yHoWXd-range?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
SeafoodPage,Seafood cooking,https://chat.openai.com/g/g-eCwP1r0hr-seafood?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Bantu Framework,Task management,https://chat.openai.com/g/g-eKtepydXb-bantu-framework?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Oil Drilling,Oil drilling education,https://chat.openai.com/g/g-fUjNqvht0-oil-drilling?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Storage Shed,Shed construction,https://chat.openai.com/g/g-fkMjRlTHJ-storage-shed?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Child Visitation,Child visitation guidance,https://chat.openai.com/g/g-g20Ix3iQI-child-visitation?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Product Returns,Product returns,https://chat.openai.com/g/g-h0hB8sBxx-product-returns?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Routine,Routine optimization,https://chat.openai.com/g/g-hOa7qrGdn-routine?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Solar Power,Solar energy information,https://chat.openai.com/g/g-hToGn9Fa1-solar-power?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Salt,Salt education,https://chat.openai.com/g/g-ir9w2BdVe-salt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Orchard,Orchard management,https://chat.openai.com/g/g-jYe0mpqRc-orchard?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Outdoor Lighting,Outdoor lighting advice,https://chat.openai.com/g/g-jskcWfbsg-outdoor-lighting?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Children's Tale Illustrator,Historical comic creation,https://chat.openai.com/g/g-n954SrgJ9-children-s-tale-illustrator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Radiation,Radiation education,https://chat.openai.com/g/g-nA7A7ffIZ-radiation?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Living with BPD & CPTSD,Mental health therapy,https://chat.openai.com/g/g-pFKUfEymx-living-with-bpd-cptsd?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,december
Occult,Esoteric knowledge discussions,https://chat.openai.com/g/g-pcA1IdhKt-occult?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Number Search,Caller identification,https://chat.openai.com/g/g-pcFeZsfbC-number-search?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Purse,Purse advice,https://chat.openai.com/g/g-qPDzAmaqZ-purse?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Return Policy,Product returns,https://chat.openai.com/g/g-rb6IxCjVY-return-policy?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Smartaitoolz,Content generation,https://smartaitoolz.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $5/mo,N/A,N/A,N/A,december
SchoolXpress,Learning,https://www.schoolxpress.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Natural Landscapes,Nature conversation,https://chat.openai.com/g/g-tqNbGiyFO-natural-landscapes?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Kropply,Code debugging,https://www.kropply.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
WOV App,Apps,https://wov.app/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $25/mo,1,N/A,N/A,december
Subscriptions,Subscription advice,https://chat.openai.com/g/g-u0t6b2GHt-subscriptions?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
GPT-4V,Image analysis,https://www.gpt4v.net/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,4.0,december
Edge,Patents,https://www.withedge.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,26,N/A,5.0,december
VideoSummaryAI,YouTube summaries,https://videosummaryai.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,43,N/A,N/A,december
StudyGPT,Learning,https://chromewebstore.google.com/detail/studygpt-your-study-copil/fcejkolobdcfbhhakbhajcflakmnhaff?ref=taaft&utm_source=taaft&utm_medium=referral,Free,147,N/A,5.0,december
Caption N4ze3m,Image captions,https://caption.n4ze3m.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,25,N/A,N/A,december
Pixels2Flutter,Image to code,https://pixels2flutter.dev/?ref=taaft&utm_source=taaft&utm_medium=referral,Free,46,N/A,5.0,december
Papermark,Document Q&A,https://www.papermark.io/ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,28,1,2.0,december
Speechnotes,Audio transcription,https://speechnotes.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,38,N/A,N/A,december
Idiot Index Calculator,Product pricing,https://chat.openai.com/g/g-1GB6MCfgH-idiot-index-calculator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Immobilie grob bewerten,Real estate pricing,https://chat.openai.com/g/g-0yS30SgWG-immobilie-grob-bewerten?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Dads,Fatherhood advice,https://chat.openai.com/g/g-2qRgEhvrJ-dads?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Business Lookup,Business locating,https://chat.openai.com/g/g-0DxZTgo0i-business-lookup?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Exercise,Fitness,https://chat.openai.com/g/g-2INVAG4ZV-exercise?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Immobilie bewerten ohne persnliche Daten,Real estate valuation,https://chat.openai.com/g/g-2MaqTCKBQ-immobilie-bewerten-ohne-personliche-daten?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Traditional,Cultural conversations,https://chat.openai.com/g/g-66G3FBZYF-traditional?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,1,1.0,december
Shop Tools,Guidance,https://chat.openai.com/g/g-6R7i1Q4V9-shop-tools?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Huser schtzen lassen,Real estate pricing,https://chat.openai.com/g/g-72FnCW3yH-hauser-schatzen-lassen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Deep Research,Multilingual research,https://chat.openai.com/g/g-7Y9o17rl2-deep-research?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,december
Corporate Events Planner,Corporate event planning,https://chat.openai.com/g/g-7lSYXlAiw-corporate-events-planner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
ChatGPT Tools,Guidance,https://chat.openai.com/g/g-7yNeNhGy4-tools?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
HelpMoji,Gaming co-pilots,https://helpmoji.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,15,N/A,N/A,december
Immobilienwert Rechner,Real estate valuation,https://chat.openai.com/g/g-8rEqqvc90-immobilienwert-rechner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Trash Service,Waste management advice,https://chat.openai.com/g/g-9MUiBErPI-trash-service?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Corporate Events Planning,Corporate event planning,https://chat.openai.com/g/g-A1dS22PTC-corporate-events-planning?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
ACIM PSYCHOTHERAPIST GPT,Spiritual therapy conversations,https://chat.openai.com/g/g-AGpeaLcM9-acim-psychotherapist-gpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
X Social Savvy,Twitter content generation,https://chat.openai.com/g/g-AMhzqhr10-x-social-savvy?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Take Out,Take-out advice,https://chat.openai.com/g/g-AhvaDNmgY-take-out?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Online Immobilienbewertungstool,Real estate valuation,https://chat.openai.com/g/g-B4RbmW8nv-online-immobilienbewertungstool?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Find a Store,Store locating,https://chat.openai.com/g/g-BKbFRHpB5-find-a-store?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Was ist meine Wohnung wert?,Real estate pricing,https://chat.openai.com/g/g-BZ3SqxAab-was-ist-meine-wohnung-wert?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Dehydration,Dehydration education,https://chat.openai.com/g/g-BcRkvaCCC-dehydration?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Customer Service GPT,Customer service,https://chat.openai.com/g/g-BpqHfxHPy-customer-service?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,december
Showers,Shower consulting,https://chat.openai.com/g/g-CtlPNnA6Q-showers?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Critical Cycling GPT,Cycling insights,https://chat.openai.com/g/g-DGjd8JIjB-critical-cycling-gpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Eigentumswohnung schtzen,Real estate pricing,https://chat.openai.com/g/g-HWvQnNxKt-eigentumswohnung-schatzen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Objektbewertung (Immobilien),Real estate pricing,https://chat.openai.com/g/g-IFojJXLjY-objektbewertung-immobilien?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Democratic Republic,Democratic education,https://chat.openai.com/g/g-JlXKaYwg5-democratic-republic?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Dentistry,Dental advice,https://chat.openai.com/g/g-KJhqck5GL-dentistry?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
GetZing,Productivity,https://www.getzing.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Eigentumswohnung: Online Wertermittlung,Real estate pricing,https://chat.openai.com/g/g-Ny7dLszFp-eigentumswohnung-online-wertermittlung?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Tool Storage,Management,https://chat.openai.com/g/g-OEvNv40U2-tool-storage?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Hydration,Hydration advice,https://chat.openai.com/g/g-OK5swX0bv-hydration?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Trash Compactor,Waste management advice,https://chat.openai.com/g/g-OkF8TpU5u-trash-compactor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Restaurants,Restaurant recommendations,https://chat.openai.com/g/g-OpygVo2g9-restaurants?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Surfing,Surfing education,https://chat.openai.com/g/g-PBq5EuIuQ-surfing?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Mehrfamilienhaus: Wert berechnen,Real estate pricing,https://chat.openai.com/g/g-PU81dUQNb-mehrfamilienhaus-wert-berechnen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Ecommerce App Recommendation GPT,Shopify recommendations,https://chat.openai.com/g/g-QEi27ADST-ecommerce-app-recommendation-gpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Democrat,Democratic guidance,https://chat.openai.com/g/g-QJSwz12oH-democrat?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Store,Retail industry insights,https://chat.openai.com/g/g-QUUsNWPKw-store?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Storage Shed,Shed construction advice,https://chat.openai.com/g/g-RDsTUjQr0-storage-shed?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
T-shirt,Fashion advice,https://chat.openai.com/g/g-Ry6LJm2QY-t-shirt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Bunny Search Cruelty Free Checker,Cruelty-free verification,https://chat.openai.com/g/g-RzEgEurQj-bunny-search-cruelty-free-checker?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Corporate Event Planner,Corporate event planning,https://chat.openai.com/g/g-SnvpmfRK0-corporate-event-planner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Tradition,Cultural traditions exploration,https://chat.openai.com/g/g-Tk2Q6lg0l-tradition?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Store Finder,Store locating,https://chat.openai.com/g/g-VHZcnRrCX-store-finder?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
World Time Meeting Planner (beta),Meeting scheduling,https://chat.openai.com/g/g-WGGgcQnUV-world-time-meeting-planner-beta?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Mother,Motherhood insights,https://chat.openai.com/g/g-XE72bhk1E-mother?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Moms,Parenting advice,https://chat.openai.com/g/g-XdLBk11Bg-moms?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Balajibot,Tech insights,https://chat.openai.com/g/g-Yr17lgEox-balajibot?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Immobilie selbst bewerten,Real estate pricing,https://chat.openai.com/g/g-ZrUv4pWfa-immobilie-selbst-bewerten?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Yu-Gi-Oh!,Yu-gi-oh! assistance,https://chat.openai.com/g/g-aSSNKylYC-yu-gi-oh-fei-gong-shi-kadorisutojun?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
iMeanAI,Shopping assistance,https://copilot.imean.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
StockPhotoAI,Stock images,https://www.stockphotoai.net/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,december
NewProfilePic App,Image enhancement,https://newprofilepicapp.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
AcademiAI,Learning,https://play.google.com/store/apps/details?id=com.ainnovate.academiaii&ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,11,N/A,N/A,december
Rednit,Online dating chat suggestions,https://rednit.fun/?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Reply Boy,Twitter replies,https://replyboy.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,december
Indie Logs,Business idea evaluation,https://www.indielogs.com/startup-idea-validator?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
TaleWeaver,Children's stories,https://www.taleweaver.net/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Festivals,Music festival advice,https://chat.openai.com/g/g-cNVcWIprP-festivals?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Grundstckswert Rechner,Real estate valuation,https://chat.openai.com/g/g-dTbDVcrd3-grundstuckswert-rechner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Unremot,Apps,https://unremot.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,december
Richpanel,Customer support,https://www.richpanel.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $29/mo,N/A,N/A,N/A,december
Marktwertanalyse Ihrer Immobilie: Bewertungstool,Real estate pricing,https://chat.openai.com/g/g-ePmx4yHb4-marktwertanalyse-ihrer-immobilie-bewertungstool?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Fire,Fire safety education,https://chat.openai.com/g/g-fUFtwHpc5-fire?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Immobilienbewertung Rechner,Real estate valuation,https://chat.openai.com/g/g-ffmpTiXYR-immobilienbewertung-rechner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
VirusPage,Virus information,https://chat.openai.com/g/g-gknfNXRo7-virus?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Your Quality Time Left in Life,Quality time estimation,https://chat.openai.com/g/g-iIfo9I4z2-your-quality-time-left-in-life?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Immobilienbewertung: online & sofort,Real estate pricing,https://chat.openai.com/g/g-iMCr9wLmE-immobilienbewertung-online-sofort?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Food Storage,Kitchen organization,https://chat.openai.com/g/g-j5uwsilyY-food-storage?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Gewerbeimmobilien bewerten,Commercial property valuation,https://chat.openai.com/g/g-jRR9aRtCz-gewerbeimmobilien-bewerten?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
VideoPage,Video production guidance,https://chat.openai.com/g/g-jXETp9vpP-video?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
AILogoMaker,Logo design,https://www.ailogomaker.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,4,N/A,N/A,december
MrBeastGPT,Youtube strategies,https://chat.openai.com/g/g-nQJx1lruB-mrbeastgpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,december
Street Fair,Festival guides,https://chat.openai.com/g/g-nppH69OCT-street-fair?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Haus schtzen lassen,Real estate valuation,https://chat.openai.com/g/g-ntnKq7f6H-haus-schatzen-lassen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Corporate Gifts,Corporate gift recommendations,https://chat.openai.com/g/g-p6pThIkay-corporate-gifts?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Eigentumswohnung schtzen online,Real estate valuation,https://chat.openai.com/g/g-pyLBsX8S4-eigentumswohnung-schatzen-online?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Festival,Festival guidance,https://chat.openai.com/g/g-q4RrJwuID-festival?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
Grundstck schtzen lassen,Real estate pricing,https://chat.openai.com/g/g-qdgSRk56P-grundstuck-schatzen-lassen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,december
