name,task,url,price,saves,likes,stars,period
Color Palette Generator,Color palette generation,https://chat.openai.com/g/g-m56x4LNAn-color-palette-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,8,N/A,N/A,january
AI Auditor,Smart contract auditing,https://chat.openai.com/g/g-5vF3trzs7-ai-auditor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Business Advisor,Business advice,https://chat.openai.com/g/g-YdZDeoANM-business-advisor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Wiseses,Content generation,https://wisesesai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $30/mo,N/A,N/A,N/A,january
Qlary,Calls,https://www.qlary.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $49/mo,1,N/A,N/A,january
Speechimo,Text to speech,https://speechimo.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
TheaAI,Health advice,https://apps.apple.com/in/app/theaai/id6469852329?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Bliss Brain,Meditation,https://apps.apple.com/ua/app/bliss-brain-ai-meditations/id6468079948?ref=taaft&utm_source=taaft&utm_medium=referral,Free from 4.99/mo,1,N/A,N/A,january
Lazy Admin,Sales data analytics,https://lazyadmin.httpeak.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Voscribe,Podcast transcription,https://www.voscribe.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $9/mo,N/A,N/A,N/A,january
Your eCom Agent,E-commerce management,https://www.yourecomagent.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Character Forger,Character creation,https://chat.openai.com/g/g-4i0qgKRU5-character-forger?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
SmartaDoc,Document Q&A,https://www.smartadoc.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $5/mo,N/A,N/A,N/A,january
AIPetImage,Pet images,https://aipetimage.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,january
CCAI's Virtual Assistant,Credit card advice,https://sourabhdadapure.github.io/ccai-web/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,6,N/A,N/A,january
Fotofit,Outfits,https://apps.apple.com/us/app/fotofit/id6474455209?ref=taaft&utm_source=taaft&utm_medium=referral,Free,12,N/A,N/A,january
Journalie,Conversational journaling,https://journalie.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,14,N/A,N/A,january
Manja,Sales coaching,https://manja.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,13,N/A,N/A,january
Sixth SAST,Cybersecurity,https://marketplace.visualstudio.com/items?itemName=Sixth.sixth&ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,8,N/A,5.0,january
OneLiner,Dating profile bios,https://oneliner-gpt.vercel.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,12,1,5.0,january
Post BrAIner,Content generation,https://www.postbrainer.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $19/mo,23,1,5.0,january
Paint Potion,SVG illustrations,https://paint-potion.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $25,15,N/A,5.0,january
Kippy,Language learning,https://www.kippy.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,19,N/A,N/A,january
Rizzed.app,Online dating,https://chat.openai.com/g/g-r7QurY1zI-rizzed-app?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Vista the Content Writer 3.0 (beta),Article writing,https://chat.openai.com/g/g-COldpTNtd-vista-the-content-writer-3-0-beta?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Article Analyst,Article summaries,https://chat.openai.com/g/g-JwYhftH3M-article-analyst?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Stico Swap,Face swap stickers,https://appintro.io/stico-ai-face-swap-sticker?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
CatchyCV,Resumes,https://catchycv.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Notega,Content generation,https://notega.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Spatial Touch,Gesture recognition,https://play.google.com/store/apps/details?id=io.vtouch.spatial_touch&ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
CostDown,Price search,https://www.costdown.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
UnifiedStacks,Data analysis,https://www.unifiedstacks.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Hellowriter,Writing,https://hellowriter.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $19/mo,1,N/A,N/A,january
inTheSong,Song explanations,https://inthesong.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
AI CEO Coach,Virtual CEO,https://www.glenngow.com/ai-ceo-coach/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Palet Design,Website building,https://www.palet.design/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Text to Action,Workflow automation,https://texttoaction.vercel.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
PocketAI,ChatGPT for WhatsApp,https://www.mypocketai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From £6.99,21,1,5.0,january
IP Author,Patent drafting,https://ipauthor.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $199,7,N/A,N/A,january
Erogen,Chatting,https://erogen.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,27,N/A,N/A,january
Shopilot,Shopping assistance,https://tryshopilot.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,11,N/A,N/A,january
Beautiful Hair Advisor,Haircare advice,https://chat.openai.com/g/g-n23qE2YeH-beautiful-hair-advisor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,10,N/A,N/A,january
DeepTab,Productivity,https://deeptab.net/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $6.9/mo,13,N/A,5.0,january
QuestMind,Psychological advice,https://questmind.ai/landing?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,54,2,2.5,january
AI ICON Online,App icons,https://www.aiicon.pro/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $5/mo,12,1,5.0,january
Election 2024 Simulator,Election simulation,https://chat.openai.com/g/g-0h8ZjW79Z-election-2024-simulator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
LINE Character Generator X,Character creation,https://chat.openai.com/g/g-K0KIFTwec-line-character-generator-x?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
LifeStory AI,Conversational journaling,https://beta.prifina.com/lifestory.html?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
DesignGPT,Design ideas,https://chat.openai.com/g/g-N5O8ygyOe-designgpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Fforward,Customer feedback analysis,https://fforward.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
SmartVisuals,Infographics,https://smartvisuals.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Resumenalyzer,Resume optimization,https://www.resumenalyzer.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
AItoZee,Content generation,https://app.ecomdimes.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $9.95/mo,N/A,N/A,N/A,january
enqAI,Content generation,https://www.enqai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
PIX.CHAT,Chatting,https://www.pix.chat/characters?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
InteractIQ,Customer support,https://www.interactiq.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,4,N/A,N/A,january
Real-time Design by Collov,3D design,https://collov.ai/ai-realtime-design?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $16/mo,20,N/A,N/A,january
Tutur,Language learning,https://tutur.io/?ref=taaft&utm_source=taaft&utm_medium=referral,From €5/mo,7,N/A,5.0,january
Fork.ai,App analysis,https://www.fork.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $9.95/mo,7,1,5.0,january
Wizbot,Customer support,https://wizbot.chat/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $19/mo,2,N/A,N/A,january
Clearword,Meetings,https://clearword.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $27/mo,9,N/A,N/A,january
ReadPal,Productivity,https://readpal.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $10/mo,8,2,1.0,january
RoastMyPage,Website optimization,https://weblit.pro/tool/roast-my-page?ref=taaft&utm_source=taaft&utm_medium=referral,From $5,16,4,1.7,january
MJ V6 Prompt Assistant,Prompt optimization,https://chat.openai.com/g/g-gJkbSluaz-mj-v6-prompt-assistant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Blog Wizard,Travel blogs,https://chat.openai.com/g/g-YdJd9ywyE-blog-wizard?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
WeGuru,Academic research,https://www.weguru.net/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
MyCopyHub,Linkedin content,https://www.mycopyhub.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $49/mo,N/A,N/A,N/A,january
Metridash,Content generation,https://www.metridash.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Feedby,Youtube comments analysis,https://feedby.danigleba.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
AI Face Analyzer,Attractiveness checker,https://aifaceanalyzer.online/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
ReachInbox,Email outreach,https://www.reachinbox.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $30/mo,N/A,N/A,N/A,january
SuperBooking,Beauty services booking,https://www.superbooking.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Kopia,Virtual try-on,https://www.trykopia.com/Brands?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
TasteBuddy,Meal plans,https://www.tastebuddy.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,12,N/A,5.0,january
GPTS-2D,Multi-threaded conversations,https://www.gpts2d.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,16,2,4.0,january
D&AVIZ,Data visualization,https://dnaviz.aipeople.arivu-iq.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,9,1,N/A,january
OneRecovery,Image restoration,https://www.onerecovery.online/photo-restoration?ref=taaft&utm_source=taaft&utm_medium=referral,$4.99,12,2,1.0,january
Appified.ai,Web apps,https://www.appified.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,20,N/A,N/A,january
Listen411,Podcast transcription,https://www.listen411.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $0.06/min,5,N/A,N/A,january
HoneyDo,Shopping assistance,https://apps.apple.com/us/app/honeydo-speak-snap-and-shop/id6473463998?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $12.99,2,1,5.0,january
Funny Tweet Generator,Funny tweets,https://tweetgrok.ai/funny-tweet-generator?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,7,1,4.0,january
Lyric Laughs,Funny song lyrics,https://chat.openai.com/g/g-OPCbTgcDB-lyric-laughs?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
GoalFocus,Goals,https://goalfocus.io/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $4/mo,N/A,N/A,N/A,january
Paraphrase Tool,Paraphrasing,https://chat.openai.com/g/g-lIg31rCfs-paraphrase-tool?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Agile User Stories Writer,User stories,https://chat.openai.com/g/g-Jx232qgkx-agile-user-stories-writer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Consistent 3D Character Generator,3D characters,https://chat.openai.com/g/g-Mal3PWQxI-consistent-3d-character-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Game Character Designer,Game characters,https://chat.openai.com/g/g-NEvjjWqPJ-game-character-designer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Create Like Ninja,Content generation,https://createlike.ninja/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Snapquiz,Quizzes,https://play.google.com/store/apps/details?id=app.snapquiz&ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,january
Engagerfy,Employee engagement,https://www.engagerfy.co.uk/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Explorify,Travel itineraries,https://www.tryexplorify.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $19,N/A,N/A,N/A,january
Studyy,Flashcards,https://apps.apple.com/us/app/studyy-instant-flashcards/id6475736635?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $2.99,1,N/A,N/A,january
Vinish,Text to speech,https://www.vinish.ai/online-tools/free-text-to-speech-converter?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Wysper,Content from podcasts,https://www.wysper.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $22/mo,N/A,N/A,N/A,january
OpnForm,Website forms,https://opnform.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $16/mo,1,N/A,N/A,january
InShot,Image & video editing,https://inshot.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Metatext,Text extraction,https://metatext.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $185/mo,N/A,N/A,N/A,january
EtsyGenerator,Etsy optimization,https://etsygenerator.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $10/mo,23,4,3.0,january
AI NFT Generator,NFT generation,https://www.ainftgenerator.site/?ref=taaft&utm_source=taaft&utm_medium=referral,From $10,5,N/A,5.0,january
CompanyDocsGPT,Documentation Q&A,https://www.companydocsgpt.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,5,2,1.0,january
ResolveBot,Customer service emails,https://www.resolvebot.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,1,1.0,january
AIPosterGenerator,Posters,https://www.aipostergenerator.net/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $5,23,1,3.3,january
IP Adapter FaceID,Avatars,https://ipadapterfaceid.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,15,1,5.0,january
Image Vision Loop,Image enhancement,https://chat.openai.com/g/g-WTygm8I0j-image-vision-loop?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Expert Marketer,Copywriting,https://chat.openai.com/g/g-X0R9Acamr-expert-marketer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Strategic Decomposer,Business strategies,https://chat.openai.com/g/g-03f3T335V-strategic-decomposer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Strategic Synapse,Team collaboration,https://chat.openai.com/g/g-qKz54YG1Q-strategic-synapse?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Income Stream Surfer's General ContentGPT,SEO content,https://chat.openai.com/g/g-jUq9qzJGR-income-stream-surfer-s-general-contentgpt?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Character Roleplayer,RPG avatars,https://chat.openai.com/g/g-BGsgTuRcB-character-roleplayer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
AutoSEO,SEO content,https://auto-seo.com/?ref=taaft&utm_source=taaft&utm_medium=referral,$47,N/A,N/A,5.0,january
Bulk Rename Utility,Bulk file renaming,https://bulk-rename-utility.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
E-Commerce AI,Product images,https://ecommerce-ai.net/?ref=taaft&utm_source=taaft&utm_medium=referral,From $3,N/A,N/A,N/A,january
GenPark,Shopping assistance,https://genpark.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Outfit Anyone AI,Virtual try-ons,https://outfitanyoneai.org/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Screenle,Job interviews,https://screenle.com/home?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $10/mo,N/A,N/A,N/A,january
Ponder,Meditation,https://www.useponder.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
FilmmakerPRO,Filmmaking,https://zero1cine.com/filmmakerprogpt/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
FairyTailAI,Children's stories,https://fairytailai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
HeyVoli,Content generation,https://heyvoli.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $4.99/mo,1,N/A,N/A,january
Study Pack,Learning,https://www.studypack.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
BookTranslator,Book translation,https://www.booktranslator.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Strand Store,T-shirt designs,https://strand.store/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,8,1,2.0,january
Wavu,Spam detection,https://wavu.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,4,2,1.0,january
ChhayaAI,Content generation,https://chhayaai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $17.99/mo,13,N/A,N/A,january
CodiBot,Customer support,https://codibot.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $29.99/mo,8,N/A,N/A,january
Sticker AI Online,Stickers,https://www.stickerai.net/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $5,17,N/A,5.0,january
FixRel,Relationship advice,https://fixrelationship.online/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,17,N/A,5.0,january
TypeOfUs,Text rephrasing,https://typeof.us/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,13,N/A,N/A,january
Flight Booker,Flight booking,https://chat.openai.com/g/g-Q8quV76xy-flight-booker?ref=taaft&utm_source=taaft&utm_medium=referral,Free,5,N/A,N/A,january
China Wonderlust,China travel guide,https://chat.openai.com/g/g-cpCfp7q3O-china-wonderlust?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
CreatorPro (Multiple AI Agents),Content generation,https://chat.openai.com/g/g-lWopvaUJu-creatorpro-multiple-ai-agents?ref=taaft&utm_source=taaft&utm_medium=referral,Free,8,N/A,N/A,january
China Travel Buddy,China travel guide,https://chat.openai.com/g/g-5nUawm9RK-china-travel-buddy?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
TripPlanner,Travel itineraries,https://chat.openai.com/g/g-64Fn0LEEH-trip-planner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,7,N/A,N/A,january
JAPAN TRAVEL,Japan travel guide,https://chat.openai.com/g/g-7XZCauAab-japan-travel?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Marianne: Le Tour De France,France travel guide,https://chat.openai.com/g/g-kXNguCznU-marianne-le-tour-de-france?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Japan Explorer,Japan travel guide,https://chat.openai.com/g/g-m9Gtf7Ivk-japan-explorer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Blog Post Writing Magician,SEO content,https://chat.openai.com/g/g-mRsbfBr2Z-blog-post-writing-magician?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
China Travel Guide,China travel guide,https://chat.openai.com/g/g-tRL9gpkf0-china-travel-guide?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Image Replicator,Image recreation,https://chat.openai.com/g/g-6RtoS2CIq-image-replicator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,7,N/A,N/A,january
Image Processor,Text overlaying,https://chat.openai.com/g/g-Hb6p3xX2b-image-processor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Image Expander,Image expansion,https://chat.openai.com/g/g-TmHSDJui6-image-expander?ref=taaft&utm_source=taaft&utm_medium=referral,Free,8,N/A,N/A,january
Generador de imagen Pro,Image generation,https://chat.openai.com/g/g-QI2lU7pG8-generador-de-imagen-pro?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Thumbnails Image Gen,Thumbnails,https://chat.openai.com/g/g-ZiCHq4Vfk-thumbnails-image-gen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Cartoon Image Gen,Image cartooning,https://chat.openai.com/g/g-30BFQ1jNW-cartoon-image-gen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Real Image GenE,Image generation,https://chat.openai.com/g/g-MGsaKItdI-real-image-gene?ref=taaft&utm_source=taaft&utm_medium=referral,Free,8,N/A,N/A,january
2fer Exposure Image Gen,Image generation,https://chat.openai.com/g/g-YJqWvVH5u-2fer-exposure-image-gen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Software Architect,Software development,https://chat.openai.com/g/g-cph5Xyuaj-software-architect?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Soft Architect,Project planning,https://chat.openai.com/g/g-m0qE8X31J-soft-architect?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Outrank an Article or Blog,SEO content,https://chat.openai.com/g/g-qXJWarF90-outrank-an-article-or-blog?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Strategic Partner,Software partnership strategies,https://chat.openai.com/g/g-p7glv0r9g-strategic-partner-software-business-consultant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Content Generation Tool,Content generation,https://chat.openai.com/g/g-SgWBa5NXv-content-generation-tool?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Doc/PDF Meister,Document management,https://chat.openai.com/g/g-wtzizZqzV-doc-pdf-meister?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Conveyance AI,Legal conveyancing,https://chat.openai.com/g/g-m7ykeuukR-conveyance-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Document Control Clerk,Document management,https://chat.openai.com/g/g-7STy4jhDX-document-control-clerk?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Document Reader,Legal documents summaries,https://chat.openai.com/g/g-YCTghftlK-document-reader?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
GPTOne,Text rewriting,https://chat.openai.com/g/g-iG8l7QwvG-gptone?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Game Character Image Generator,Game characters,https://chat.openai.com/g/g-HeBF5Xbj2-game-character-image-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Deep News,News,https://chat.openai.com/g/g-FXg8UicBF-deep-news?ref=taaft&utm_source=taaft&utm_medium=referral,Free,27,N/A,5.0,january
AIBypass,Text humanization,https://www.aibypass.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $9.99/mo,23,N/A,N/A,january
ChatWithCloud,AWS management,https://chatwithcloud.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,january
KindlLM,Chatgpt on Kindle,https://kindllm.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,january
KitchenGPT,Kitchen design,https://kitchengpt.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,15,3,4.0,january
ChangeFace Online,Face swapping,https://www.changeface.online/index.html?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,15,N/A,1.0,january
Gravity,Personal assistant,https://www.grav.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,19,N/A,N/A,january
VoiceReplace,Voice changing,https://www.voicereplace.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,16,N/A,N/A,january
FantasyGF,Virtual girlfriend,https://fantasygf.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,11,N/A,N/A,january
Writer GPT,Writing,https://chat.openai.com/g/g-nCLUEjgJr-writer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Software Development Mentor,Software development,https://chat.openai.com/g/g-1tAWQkJBt-software-development-mentor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,6,N/A,N/A,january
Software Development GPT,Software development,https://chat.openai.com/g/g-xEK0fIJfP-software-development-assistant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,january
Naria,Digital storytelling,https://naria.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $19.99,N/A,N/A,N/A,january
Database Schema Generator,2024-01-20,https://chat.openai.com/g/g-pbwDfrTKC-database-schema-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Interview Coach,Interview preparation,https://chat.openai.com/g/g-GJe79pph8-interview-coach?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
AdIntelli,In-chat advertising,https://adintelli.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,14,1,1.0,january
HappyML,Chatbots,https://www.happyml.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $19/mo,21,1,5.0,january
ReelCraft,Animated stories,https://reelcraft.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,26,2,5.0,january
Racr,Vehicle assistance,https://apps.apple.com/us/app/racr-your-ai-mechanic/id6446100301?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $0.99,5,N/A,N/A,january
Chef Kitty AI,Recipes,https://chefkittyai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,17,N/A,5.0,january
Olly Social,Social media management,https://www.olly.social/?ref=taaft&utm_source=taaft&utm_medium=referral,$19.99,7,1,5.0,january
iMimic 1.0,Image generation,https://chat.openai.com/g/g-b64mq2Iev-imimic-1-0?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Software Development Ethics Mentor,Ethical software development,https://chat.openai.com/g/g-YUWsHt2aK-software-development-ethics-mentor?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
AI Developer - Content Generation,Content generation,https://chat.openai.com/g/g-i2nwmaFSy-ai-developer-contnent-generation?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
